imei,sn,model,firmware,configuration,description,companyname,group,lastlogin
868446039709338,,FM36M1,01.12.00.Rev.04,,"No Company","Logifleet SA",5079.67,"2020-02-11 09:41:42"
868446039709346,,FM36M1,01.12.00.Rev.04,,"No Company","Logifleet SA",5079.67,"2020-05-15 07:26:31"
868446039711433,,FM36M1,,,"No Company","Logifleet SA",5079.67,"2019-10-11 09:38:41"
868446039714478,,FM36M1,01.12.00.Rev.04,,"No Company","Logifleet SA",5079.67,"2020-05-14 05:07:22"
868446039714551,,FM36M1,01.12.00.Rev.04,,"No Company","Logifleet SA",5079.67,"2020-05-07 14:45:04"
868446039714585,8684460397,,,,,"Logifleet SA",5079.67,
868446039714676,,FM36M1,,,"No Company","Logifleet SA",5079.67,"2019-10-16 06:17:41"
868446039714783,,FM36M1,01.12.00.Rev.04,,"No Company","Logifleet SA",5079.67,"2020-05-14 16:09:31"
868446039722877,,FM36M1,01.12.00.Rev.04,,"No Company","Logifleet SA",5079.67,"2020-03-30 10:44:31"
868446039731209,,FM36M1,01.12.00.Rev.04,,"No Company","Logifleet SA",5079.67,"2020-05-14 13:30:30"
868446039731217,,FM36M1,01.12.00.Rev.04,,"No Company","Logifleet SA",5079.67,"2020-05-04 05:15:16"
868446039731332,,FM36M1,01.12.00.Rev.04,,"No Company","Logifleet SA",5079.67,"2020-05-13 14:19:19"
862061045970877,1106231253,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5076.63,"2020-05-14 20:37:04"
862061046008768,1105854998,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5076.63,"2020-05-14 20:36:25"
862061046045570,1105854989,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5076.63,"2020-05-14 20:40:32"
862061046119359,1105855502,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5076.63,"2020-05-14 20:36:43"
862061046121686,1105855488,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5076.63,"2020-05-15 06:33:16"
862061046122098,1105855560,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5076.63,"2020-05-14 20:35:58"
864431044810309,1106231814,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5076.63,"2020-05-14 20:36:41"
864431044937193,1106231612,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5076.63,"2020-05-14 20:36:22"
864431044976902,1106233136,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5076.63,"2020-05-14 23:58:21"
864431044986703,1106232736,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5076.63,"2020-05-14 20:36:29"
864431044987099,1106232740,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5076.63,"2020-05-15 06:55:19"
862061045964599,1106230989,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5074.09,"2020-05-15 01:25:41"
862061045970745,1106231261,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5074.09,"2020-05-15 01:09:26"
864431044899088,1106233772,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5074.09,"2020-05-15 00:57:33"
864431044950311,1106231532,,,,,"Logifleet SA",5074.09,
864431044963116,1106232609,,,,,"Logifleet SA",5074.09,
864431044967430,1106231444,,,,,"Logifleet SA",5074.09,
864431044976712,1106233175,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5074.09,"2020-05-15 01:35:20"
862061045970596,1106231257,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.11,"2020-05-15 07:35:13"
862061046019435,1106233850,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.11,"2020-05-14 20:50:00"
864431044937169,1106231649,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.11,"2020-05-15 07:46:08"
864431044942219,1106231682,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.11,"2020-05-15 08:00:46"
864431044951509,1106231656,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.11,"2020-05-14 20:30:29"
864431044965418,1106231478,,,,,"Logifleet SA",5075.11,
864431044967117,1106231471,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.11,"2020-05-15 07:25:03"
864431044967240,1106231450,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5075.11,"2020-05-15 08:09:34"
862061046019278,1106233845,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk-IdFE.cfg,,"Logifleet SA",5074.60,"2020-05-15 06:52:45"
862061046136585,1106233597,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk-IdFE.cfg,,"Logifleet SA",5074.60,"2020-05-15 06:38:58"
864431044892117,1106231555,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk-IdFE.cfg,,"Logifleet SA",5074.60,"2020-05-15 07:37:41"
864431044899104,1106233768,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk-IdFE.cfg,,"Logifleet SA",5074.60,"2020-05-15 06:17:59"
864431044929992,1106231651,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk-IdFE.cfg,,"Logifleet SA",5074.60,"2020-05-15 07:25:21"
864431044937896,1106231652,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk-IdFE.cfg,,"Logifleet SA",5074.60,"2020-05-15 06:47:02"
864431044947481,1106231677,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk-IdFE.cfg,,"Logifleet SA",5074.60,"2020-05-15 07:15:52"
864431044955021,1106231525,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk-IdFE.cfg,,"Logifleet SA",5074.60,"2020-05-15 07:05:24"
864431044955054,1106231531,,,,,"Logifleet SA",5074.60,
864431044955336,1106231527,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk-IdFE.cfg,,"Logifleet SA",5074.60,"2020-05-15 06:32:44"
864431044967125,1106231442,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk-IdFE.cfg,,"Logifleet SA",5074.60,"2020-05-15 06:24:56"
862061045964680,1106230985,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.43,"2020-05-14 23:42:50"
862061046008941,1105854995,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.43,"2020-05-15 00:45:34"
862061046116090,1105855524,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.43,"2020-05-15 04:22:53"
862061046119193,1105855406,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.43,"2020-05-15 00:42:30"
862061046120027,1105856131,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.43,"2020-05-15 01:53:03"
862061046121173,1105855540,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.43,"2020-05-15 04:38:05"
862061046121298,1105855554,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.43,"2020-05-15 01:16:09"
862061046126461,1105856070,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.43,"2020-05-15 00:18:58"
862061046126586,1105855582,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.43,"2020-05-14 23:37:09"
862061046130539,1105854521,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.43,"2020-05-14 23:55:52"
862061046130695,1105854492,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.43,"2020-05-15 04:28:23"
862061046164892,1104350165,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-01-StTk.cfg,,"Logifleet SA",5076.43,"2020-04-02 13:24:12"
862061046170923,1105854519,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.43,"2020-05-15 00:02:14"
862061046170998,1105856031,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.43,"2020-05-13 05:35:11"
864431044899252,1106232614,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.43,"2020-05-15 00:10:50"
862061045965000,1106231010,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 20:52:19"
862061045970174,1106231270,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 01:58:10"
862061045996906,1106233820,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 01:02:27"
862061045998092,1106233829,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 06:56:37"
862061046002571,1106233878,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 08:26:04"
862061046028253,1105867450,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-03 08:42:54"
862061046039144,1104395441,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 20:52:58"
862061046044995,1105854992,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 21:51:35"
862061046045513,1105854997,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 06:53:21"
862061046045695,1105854988,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 07:52:32"
862061046114004,1106233468,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 07:16:39"
862061046116314,1105855504,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 07:01:02"
862061046117247,1105855579,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 07:56:57"
862061046117296,1105855578,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 22:34:57"
862061046118146,1105855407,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 21:37:15"
862061046119029,1105854737,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 20:35:34"
862061046125737,1105854491,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 07:46:22"
862061046127592,1105855575,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 07:30:31"
862061046129945,1105854111,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 08:03:00"
862061046134630,1106233473,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 15:02:16"
862061046135249,1105856028,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 06:20:02"
862061046135520,1105854527,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 08:23:56"
862061046135553,1105854528,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 08:15:15"
862061046135611,1105854524,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 23:24:47"
862061046145461,1106233512,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 06:02:37"
862061046165378,1105856029,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 17:00:45"
862061046174131,1104395390,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-BP.cfg,,"Logifleet SA",5077.33,"2020-05-14 21:12:56"
864431044810275,1106231730,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 21:52:24"
864431044815241,1106231870,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 21:18:38"
864431044815589,1106231857,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 06:27:38"
864431044815605,1106231869,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 01:09:23"
864431044815670,1106231862,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-BP.cfg,,"Logifleet SA",5077.33,"2020-05-14 20:31:56"
864431044816595,1106231551,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-BP.cfg,,"Logifleet SA",5077.33,"2020-05-15 06:41:37"
864431044819474,1106231738,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 07:48:48"
864431044822759,1106231938,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-BP.cfg,,"Logifleet SA",5077.33,"2020-05-15 08:06:15"
864431044893545,1106233639,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 05:32:29"
864431044899070,1106233773,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 06:19:09"
864431044899096,1106232612,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 23:31:55"
864431044923565,1106233313,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 05:48:53"
864431044923615,1106233310,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 06:30:41"
864431044948828,1106231676,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-BP.cfg,,"Logifleet SA",5077.33,"2020-05-15 07:31:03"
864431044951806,1106231561,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 20:43:34"
864431044952887,1106231554,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 02:07:23"
864431044954966,1106231552,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 01:17:17"
864431044959825,1106233078,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 05:08:41"
864431044960427,1106233080,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 00:48:44"
864431044963199,1106233125,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 23:54:56"
864431044967141,1106231452,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 21:00:20"
864431044979013,1106233076,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 01:24:42"
864431044984989,1106233024,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 02:01:20"
864431044984997,1106233020,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 00:13:55"
864431044985291,1106233019,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 21:24:39"
864431044985358,1106232973,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 07:22:53"
864431044985457,1106232966,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-BP.cfg,,"Logifleet SA",5077.33,"2020-05-15 06:57:05"
864431044985481,1106232968,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk-BP.cfg,,"Logifleet SA",5077.33,"2020-05-15 07:38:21"
864431044985580,1106232969,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 00:39:10"
864431044986653,1106232739,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 20:48:32"
864431044987024,1106232714,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 06:11:30"
864431044987057,1106232709,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 06:21:11"
864431044987073,1106232705,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-14 21:05:03"
864431044987131,1106232713,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-04-StTk.cfg,,"Logifleet SA",5077.33,"2020-05-15 08:16:59"
862061046045646,1105854996,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.28,"2020-05-14 22:37:10"
862061046144969,1106233571,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.28,"2020-05-15 01:23:57"
864431044815712,1106231855,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.22,"2020-05-15 08:22:40"
864431044941567,1106231614,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.22,"2020-05-15 07:54:42"
864431044941773,1106231592,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.22,"2020-05-15 06:55:19"
864431044962985,1106231479,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5080.22,"2020-05-15 07:28:37"
860147040660712,1105887846,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5080.29,"2020-05-15 06:12:34"
860147040668947,1105891446,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5080.29,"2020-05-10 10:12:14"
860147040682146,1105891320,FM3001,03.25.05.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5080.29,"2020-05-14 22:18:43"
864431044815738,1106231858,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5071.23,"2020-05-15 06:31:30"
864431044948976,1106231680,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5071.23,"2020-05-15 06:16:43"
864431044979542,1106232672,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5071.23,"2020-05-15 06:22:33"
862061045899233,1105855664,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5077.75,"2020-05-15 02:59:58"
862061046127402,1105855562,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5077.75,"2020-05-15 03:58:08"
862061046140819,1106233592,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5077.75,"2020-05-15 04:51:08"
864431044848630,1106233049,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5077.75,"2020-05-15 08:11:42"
864431044963702,1106233129,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5077.75,"2020-05-15 04:46:07"
862061045970869,1106231258,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-15 03:31:57"
862061046021209,1106233872,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-14 21:23:52"
862061046110465,1106233916,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-15 06:52:37"
862061046136320,1106233594,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-15 07:35:07"
862061046144803,1106233590,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-05-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-15 00:12:06"
862061046145156,1106233570,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-14 22:16:00"
862061046145271,1106233517,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-15 07:59:41"
864431044809392,1106231757,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-04-28 20:43:15"
864431044809483,1106231758,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-15 06:35:01"
864431044815746,1106231816,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-14 22:35:03"
864431044819631,1106231765,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-14 20:24:28"
864431044855569,1106231605,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-15 08:16:33"
864431044930016,1106233434,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-14 21:33:08"
864431044937763,1106233251,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-14 20:42:59"
864431044951228,1106231613,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-15 08:09:04"
864431044951996,1106231595,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5076.84,"2020-05-14 22:08:51"
